year,Population,council,waste_pp,garbage_pp,recycle_pp,organic_pp,collect_type,amount,diversion_rate
2008,60528,Greater Shepparton City Council,0.391870704,0.199428364,0.116956615,0.075485726,organic_collect,4569,0.461854662
2008,60528,Greater Shepparton City Council,0.391870704,0.199428364,0.116956615,0.075485726,aluminium_collect,0,0.461854662
2008,60528,Greater Shepparton City Council,0.391870704,0.199428364,0.116956615,0.075485726,steel_collect,0,0.461854662
2008,60528,Greater Shepparton City Council,0.391870704,0.199428364,0.116956615,0.075485726,paper_collect,4270.52,0.461854662
2008,60528,Greater Shepparton City Council,0.391870704,0.199428364,0.116956615,0.075485726,plastic_collect,267.49,0.461854662
2008,60528,Greater Shepparton City Council,0.391870704,0.199428364,0.116956615,0.075485726,total_glass_collect,0,0.461854662
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,total_garbage_collect,1815,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,total_recycle_actual,1281.6,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,organic_collect,0,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,aluminium_collect,20.5,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,steel_collect,46.6,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,paper_collect,744.9,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,plastic_collect,97.8,0.381088314
2008,15000,Hepburn Shire Council,0.2242,0.121,0.1032,0,total_glass_collect,371.8,0.381088314
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,total_garbage_collect,958.5,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,total_recycle_actual,60.75,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,organic_collect,0,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,aluminium_collect,2.06,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,steel_collect,4.12,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,paper_collect,30.66,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,plastic_collect,11.53,0.245190494
2008,6407,Hindmarsh Shire Council,0.206883097,0.149601998,0.057281099,0,total_glass_collect,12.38,0.245190494
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,total_garbage_collect,18647.16,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,total_recycle_actual,9873.61,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,organic_collect,3332.3,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,aluminium_collect,10.18,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,steel_collect,244.31,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,paper_collect,3094.59,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,plastic_collect,3572.44,0.410521241
2008,81461,Hobsons Bay City Council,0.394896208,0.228909049,0.125080468,0.040906692,total_glass_collect,2952.09,0.410521241
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,total_garbage_collect,5022.1,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,total_recycle_actual,1157.14,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,organic_collect,0,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,aluminium_collect,16.45,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,steel_collect,35.86,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,paper_collect,783.14,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,plastic_collect,68.11,0.182121087
2008,19323,Horsham Rural City Council,0.328811779,0.259902707,0.068909072,0,total_glass_collect,253.58,0.182121087
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,total_garbage_collect,32157,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,total_recycle_actual,14055,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,organic_collect,2989,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,aluminium_collect,157,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,steel_collect,443,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,paper_collect,8675,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,plastic_collect,1144,0.325598217
2008,157145,Hume City Council,0.325508289,0.204632664,0.101854975,0.01902065,total_glass_collect,3636,0.325598217
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,total_garbage_collect,2626,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,total_recycle_actual,1149.1,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,organic_collect,270.7,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,aluminium_collect,22.4,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,steel_collect,30.7,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,paper_collect,735.9,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,plastic_collect,102.9,0.343516733
2008,14950,Indigo Shire Council,0.270622074,0.175652174,0.076862876,0.018107023,total_glass_collect,257.2,0.343516733
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,total_garbage_collect,27526,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,total_recycle_actual,16137.7,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,organic_collect,10658.5,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,aluminium_collect,145.3,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,steel_collect,463.5,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,paper_collect,10301.9,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,plastic_collect,897.7,0.482977956
2008,137000,Kingston City Council,0.404970803,0.200919708,0.126251825,0.07779927,total_glass_collect,4329.3,0.482977956
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,total_garbage_collect,26381,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,total_recycle_actual,18052,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,organic_collect,11270,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,aluminium_collect,174,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,steel_collect,872,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,paper_collect,15440,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,plastic_collect,1044,0.511425853
2008,153000,Knox City Council,0.364098039,0.172424837,0.118013072,0.073660131,total_glass_collect,522,0.511425853
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,total_garbage_collect,12940,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,total_recycle_actual,6439.83,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,organic_collect,8993,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,aluminium_collect,87.89,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,steel_collect,210.94,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,paper_collect,4533.19,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,plastic_collect,442.21,0.522673185
2008,72075,Latrobe City Council,0.409666736,0.179535206,0.105358724,0.124772806,total_glass_collect,1165.6,0.522673185
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,total_garbage_collect,1375,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,total_recycle_actual,0,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,organic_collect,0,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,aluminium_collect,0,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,steel_collect,0,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,paper_collect,0,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,plastic_collect,0,0.327479829
2008,8077,Loddon Shire Council,0.260864182,0.170236474,0.090627708,0,total_glass_collect,0,0.327479829
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,total_garbage_collect,6230.24,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,total_recycle_actual,4222.2,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,organic_collect,0,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,aluminium_collect,4.7,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,steel_collect,103.1,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,paper_collect,2811.6,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,plastic_collect,178.1,0.363551477
2008,38360,Macedon Ranges Shire Council,0.272482795,0.162415016,0.110067779,0,total_glass_collect,1124.7,0.363551477
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,total_garbage_collect,20962.02,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,total_recycle_actual,13563.77,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,organic_collect,12958.78,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,aluminium_collect,15.05,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,steel_collect,331.19,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,paper_collect,9032.48,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,plastic_collect,572.06,0.545549565
2008,116449,Manningham City Council,0.421480047,0.180010305,0.130186863,0.111282879,total_glass_collect,3612.99,0.545549565
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,total_garbage_collect,2500,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,total_recycle_actual,813.72,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,organic_collect,0,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,aluminium_collect,9.68,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,steel_collect,17.64,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,paper_collect,550.49,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,plastic_collect,37.41,0.237993846
2008,7350,Mansfield Shire Council,0.465180952,0.340136054,0.125044898,0,total_glass_collect,198.5,0.237993846
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,total_garbage_collect,16885.44,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,total_recycle_actual,0,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,organic_collect,142.5,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,aluminium_collect,0,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,steel_collect,0,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,paper_collect,0,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,plastic_collect,0,0.253139801
2008,68978,Maribyrnong City Council,0.353372815,0.244794572,0.106512366,0.002065876,total_glass_collect,0,0.253139801
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,total_garbage_collect,18184,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,total_recycle_actual,12876.51,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,organic_collect,10653,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,aluminium_collect,169.54,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,steel_collect,524.15,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,paper_collect,7661.52,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,plastic_collect,1335.29,0.548639757
2008,100000,Maroondah City Council,0.4171351,0.18184,0.1287651,0.10653,total_glass_collect,3186.01,0.548639757
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,total_garbage_collect,20146,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,total_recycle_actual,6728.96,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,organic_collect,0,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,aluminium_collect,21.49,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,steel_collect,69.83,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,paper_collect,4263.4,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,plastic_collect,365.27,0.238769152
2008,81144,Melbourne City Council,0.336217096,0.248274672,0.087942423,0,total_glass_collect,2008.97,0.238769152
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,total_garbage_collect,16429,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,total_recycle_actual,8241.1,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,organic_collect,2956,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,aluminium_collect,9.14,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,steel_collect,201.22,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,paper_collect,5487.99,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,plastic_collect,347.56,0.398990469
2008,95000,Melton City Council,0.290801063,0.172936842,0.086748432,0.031115789,total_glass_collect,2195.19,0.398990469
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,total_garbage_collect,27677,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,total_recycle_actual,13496.21,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,organic_collect,6366,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,aluminium_collect,188,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,steel_collect,510.98,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,paper_collect,8873,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,plastic_collect,979.23,0.424656811
2008,144000,Merri-Bek City Council,0.352555278,0.192201389,0.116145556,0.044208333,total_glass_collect,2945,0.424656811
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,total_garbage_collect,9036.08,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,total_recycle_actual,3937,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,organic_collect,0,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,aluminium_collect,63.84,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,steel_collect,167.93,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,paper_collect,3405.38,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,plastic_collect,298.4,0.211271462
2008,52627,Mildura Rural City Council,0.246510004,0.171700458,0.074809546,0,total_glass_collect,1.45,0.211271462
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,total_garbage_collect,5367.35,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,total_recycle_actual,2876.03,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,organic_collect,0,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,aluminium_collect,32.15,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,steel_collect,67.46,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,paper_collect,1849.99,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,plastic_collect,168.99,0.336706608
2008,32760,Mitchell Shire Council,0.260734127,0.163838523,0.096895604,0,total_glass_collect,757.44,0.336706608
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,total_garbage_collect,4318,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,total_recycle_actual,2663.8,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,organic_collect,0,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,aluminium_collect,33.4,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,steel_collect,64.2,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,paper_collect,1667.4,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,plastic_collect,168.4,0.365921673
2008,28000,Moira Shire Council,0.259989286,0.154214286,0.105775,0,total_glass_collect,730.4,0.365921673
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,total_garbage_collect,27135,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,total_recycle_actual,16883.46,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,organic_collect,17124,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,aluminium_collect,18.74,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,steel_collect,412.25,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,paper_collect,11243.15,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,plastic_collect,712.06,0.539821688
2008,171478,Monash City Council,0.367379955,0.158241874,0.109276875,0.099861207,total_glass_collect,4497.26,0.539821688
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,total_garbage_collect,28832,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,total_recycle_actual,9261,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,organic_collect,8778,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,aluminium_collect,0,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,steel_collect,0,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,paper_collect,8639,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,plastic_collect,622,0.401128161
2008,112481,Moonee Valley City Council,0.450760573,0.256327735,0.116392991,0.078039847,total_glass_collect,0,0.401128161
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,total_garbage_collect,4477,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,total_recycle_actual,0,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,organic_collect,0,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,aluminium_collect,0,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,steel_collect,0,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,paper_collect,0,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,plastic_collect,0,0.343431746
2008,27000,Moorabool Shire Council,0.259226667,0.165814815,0.093411852,0,total_glass_collect,0,0.343431746
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,total_garbage_collect,25000,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,total_recycle_actual,19597,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,organic_collect,0,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,aluminium_collect,0,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,steel_collect,0,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,paper_collect,10587,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,plastic_collect,4955,0.426587552
2008,146000,Mornington Peninsula Shire Council,0.325520548,0.171232877,0.154287671,0,total_glass_collect,4055,0.426587552
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,total_garbage_collect,3101.26,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,total_recycle_actual,0,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,organic_collect,0,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,aluminium_collect,0,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,steel_collect,0,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,paper_collect,0,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,plastic_collect,0,0.296080507
2008,17500,Mount Alexander Shire Council,0.257453143,0.177214857,0.080238286,0,total_glass_collect,0,0.296080507
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,total_garbage_collect,1500,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,total_recycle_actual,0,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,organic_collect,1560,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,aluminium_collect,0,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,steel_collect,0,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,paper_collect,0,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,plastic_collect,0,0.59802419
2008,16060,Moyne Shire Council,0.240518057,0.093399751,0.049982565,0.097135741,total_glass_collect,0,0.59802419
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,total_garbage_collect,2450,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,total_recycle_actual,1226,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,organic_collect,0,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,aluminium_collect,54,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,steel_collect,12,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,paper_collect,715,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,plastic_collect,104,0.326405542
2008,14228,Murrindindi Shire Council,0.263775654,0.172195671,0.091579983,0,total_glass_collect,341,0.326405542
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,total_garbage_collect,5671.24,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,total_recycle_actual,4505.3,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,organic_collect,5774,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,aluminium_collect,0,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,steel_collect,0,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,paper_collect,3705.3,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,plastic_collect,800,0.685252026
2008,62310,Nillumbik Shire Council,0.325120205,0.09101653,0.141437971,0.092665704,total_glass_collect,0,0.685252026
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,total_garbage_collect,4103.31,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,total_recycle_actual,0,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,organic_collect,0,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,aluminium_collect,0,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,steel_collect,0,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,paper_collect,0,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,plastic_collect,0,0.194204689
2008,13155,Northern Grampians Shire Council,0.454187001,0.311920182,0.142266819,0,total_glass_collect,0,0.194204689
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,total_garbage_collect,19886,0.357414449
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,total_recycle_actual,0,0.357414449
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,organic_collect,0,0.357414449
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,aluminium_collect,0,0.357414449
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,steel_collect,0,0.357414449
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,paper_collect,0,0.357414449
2008,86883,Port Phillip City Council,0.369301244,0.22888252,0.140418724,0,plastic_collect,0,0.357414449
