geo_point_2d,geo_shape,postcode,collection,frequency_landfill,next_collection_landfill_bin,frequency_recycle,next_collection_recycle_bin,frequency_garden,next_collection_garden_bin
"-38.145395713898594, 145.28701657613328","[145.291815523, -38.1504251741], [145.2923558141, -38.1475689545], [145.293443311, -38.1417684934], [145.2935139706, -38.1413973873], [145.2841035581, -38.1402819466], [145.2840861316, -38.1403725192], [145.2840060896, -38.1407912523], [145.2839585736, -38.1410404266], [145.2835990511, -38.1430372335], [145.2835775041, -38.1430347329], [145.2835772727, -38.1430359438], [145.2829615573, -38.1429654638], [145.2793850473, -38.1425526701], [145.2790162837, -38.1445007995], [145.2800831213, -38.1446119537], [145.2800807504, -38.1446246235], [145.2800807697, -38.1446246258], [145.2800019781, -38.1450455667], [145.2808058303, -38.1452258046], [145.2810309573, -38.1452516996], [145.2808243682, -38.1463431433], [145.2813094675, -38.1464004036], [145.2812859063, -38.1465251774], [145.2822810869, -38.1466425714], [145.2816969759, -38.1497785793], [145.2887410237, -38.150223734], [145.291815523, -38.1504251741]",3977,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
"-38.136026854910625, 145.29142720978018","[145.2842974704, -38.1392664116], [145.2841203778, -38.14019453], [145.2841035581, -38.1402819466], [145.2935139706, -38.1413973873], [145.293443311, -38.1417684934], [145.293552729, -38.1417818149], [145.2997201692, -38.1425346198], [145.3000022397, -38.1410103822], [145.2987403121, -38.1400594327], [145.2974040813, -38.1390554706], [145.2968064721, -38.1389866695], [145.2969392011, -38.1385244226], [145.2985343377, -38.1372687928], [145.298652206, -38.1371667997], [145.2995093892, -38.1364879551], [145.2999174705, -38.1361653612], [145.2943241639, -38.1317438131], [145.2912488946, -38.1291532812], [145.2872081104, -38.1286629556], [145.2861965759, -38.1285479085], [145.2850552446, -38.1345719261], [145.2847512588, -38.1361931661], [145.2843039501, -38.1385368914], [145.28443609, -38.1385511112], [145.2844355959, -38.138553661], [145.2844356243, -38.1385536641], [145.2844338708, -38.138562564], [145.28440035, -38.1387355618], [145.2842974704, -38.1392664116]",3977,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
"-38.113194399979214, 145.30454017997533","[145.3185881278, -38.1202176257], [145.3185892429, -38.1202125284], [145.3185935591, -38.1201927985], [145.3187892402, -38.1192158565], [145.3187426509, -38.1191738318], [145.3187471283, -38.1191514971], [145.3187409726, -38.119149075], [145.3187328605, -38.119146012], [145.3187246796, -38.1191430661], [145.3187164346, -38.1191402265], [145.3187081287, -38.1191375032], [145.318699763, -38.1191349052], [145.3186913425, -38.1191324047], [145.3186828667, -38.1191300313], [145.3186743403, -38.1191277735], [145.3186657654, -38.1191256411], [145.3186571435, -38.1191236162], [145.3186484788, -38.1191217159], [145.3186397727, -38.119119934], [145.3186310286, -38.119118267], [145.3186222496, -38.1191167273], [145.318613438, -38.1191153125], [145.3186045965, -38.1191140144], [145.3185957272, -38.1191128295], [145.3186179876, -38.1190016039], [145.3185536759, -38.1189935711], [145.3185705968, -38.1189090422], [145.3185615871, -38.1189079174], [145.3185838554, -38.1187966928], [145.3184945235, -38.1187855271], [145.3182931482, -38.118760357], [145.3182865034, -38.1187595202], [145.3184537274, -38.1179246943], [145.31845947, -38.1179254235], [145.3184646827, -38.117899181], [145.3184647742, -38.1178987219], [145.3184768872, -38.1178377566], [145.3184912971, -38.1177652216], [145.3185144124, -38.117648985], [145.3179486538, -38.1175774784], [145.3179683169, -38.1174691553], [145.317979888, -38.117413028], [145.3179808242, -38.1174085148], [145.3183409582, -38.1156663858], [145.3183653045, -38.1155486268], [145.3187316076, -38.1137787451], [145.3191850698, -38.1115828938], [145.3192255004, -38.1113872981], [145.3192806339, -38.1111205538], [145.3194776546, -38.1101675599], [145.3200440321, -38.107372504], [145.3200854949, -38.1071679252], [145.3201305643, -38.1069455465], [145.3201810178, -38.106696478], [145.3202069836, -38.1065685257], [145.3202098614, -38.1065541255], [145.3202723345, -38.1062460365], [145.320329851, -38.1059617732], [145.3203588023, -38.1058190725], [145.3204163619, -38.1055347881], [145.3204740411, -38.1052501413], [145.3205028803, -38.1051078228], [145.3205630819, -38.1048109578], [145.3206358365, -38.1044516248], [145.3206646672, -38.1043092512], [145.3207369043, -38.1039529954], [145.32080887, -38.1035975521], [145.3208376775, -38.103455216], [145.3209024543, -38.103136265], [145.3209655052, -38.1028253261], [145.3209734739, -38.1027858529], [145.3224721956, -38.1029629941], [145.3225497231, -38.1025643039], [145.3225774763, -38.1024218206], [145.3228539647, -38.1018176206], [145.3228768044, -38.101701906], [145.3228789516, -38.1015791129], [145.3228801097, -38.1015136442], [145.3228809539, -38.1014653511], [145.3228823531, -38.1013868962], [145.3228829745, -38.1013515842], [145.3228845822, -38.101261416], [145.3228849975, -38.1012378146], [145.3228870252, -38.1011241387], [145.3229090021, -38.1010128718], [145.3229309769, -38.1009016003], [145.3229529412, -38.1007903287], [145.3229749021, -38.1006790579], [145.3229968617, -38.1005677889], [145.3230188212, -38.1004565208], [145.323040784, -38.1003452536], [145.3230627445, -38.1002339855], [145.3229951562, -38.1002256562], [145.3230513733, -38.0999408076], [145.323064118, -38.0998238485], [145.3231761831, -38.0993709525], [145.3231474372, -38.099205844], [145.3232003351, -38.0989379225], [145.3232736721, -38.0989317346], [145.323299262, -38.0988021422], [145.3233080455, -38.0987576267], [145.3233238552, -38.0986775291], [145.3233300072, -38.0986463639], [145.3233484519, -38.0985529141], [145.3233519711, -38.098535102], [145.3233721713, -38.0984327475], [145.3233739338, -38.0984238411], [145.3233958952, -38.0983125801], [145.3234204996, -38.0981879625], [145.3234451039, -38.0980633467], [145.3234697081, -38.097938731], [145.3234943121, -38.0978141179], [145.3235508819, -38.0975276779], [145.323572931, -38.0974118528], [145.3197737702, -38.096960795], [145.3162238577, -38.0965392198], [145.3159864265, -38.0965110205], [145.3163278857, -38.0947133112], [145.3179103697, -38.0949012704], [145.3229716459, -38.0955022658], [145.3231512323, -38.0955236369], [145.3234384718, -38.0955579297], [145.3041746386, -38.0931308663], [145.3045782824, -38.0910406593], [145.3037290811, -38.0897713914], [145.2946324499, -38.0885428638], [145.2926146183, -38.098993022], [145.2923593144, -38.1003257237], [145.2922526278, -38.1008736846], [145.290909751, -38.1078521087], [145.2907174835, -38.1088804532], [145.2907154357, -38.1088903607], [145.2904046218, -38.11047669], [145.2897328293, -38.1139669052], [145.2890348431, -38.1174668402], [145.2889429338, -38.1179358115], [145.2889419326, -38.117939754], [145.2882541464, -38.1215120706], [145.2896467863, -38.1249555445], [145.2912026088, -38.1291150549], [145.2912488946, -38.1291532812], [145.2943241639, -38.1317438131], [145.2999174705, -38.1361653612], [145.3003039118, -38.1364716649], [145.3007769822, -38.1368516212], [145.3023500328, -38.1380986264], [145.3076594582, -38.141715563], [145.3087418157, -38.1365623848], [145.3097692226, -38.1316474813], [145.3150241214, -38.132312593], [145.3150382584, -38.1322314304], [145.3156823285, -38.1289868002], [145.3157986492, -38.1284008109], [145.315798954, -38.1283993131], [145.3158148594, -38.1283184199], [145.316157702, -38.1266328215], [145.3164597391, -38.1251455723], [145.3165158084, -38.1248697001], [145.316515923, -38.1248691313], [145.3165181672, -38.1248580925], [145.3169010672, -38.1229183849], [145.3169378057, -38.1227321963], [145.3171238311, -38.1217894227], [145.3171916886, -38.1214332752], [145.3171923852, -38.1214336889], [145.3176401307, -38.1217004355], [145.3183784502, -38.1206155951], [145.318471651, -38.1204786427], [145.3184809031, -38.1204647375], [145.3184863867, -38.1204562314], [145.3184897985, -38.1204506695], [145.3184984744, -38.1204365208], [145.3185003231, -38.1204335049], [145.3185068517, -38.1204222589], [145.3185134487, -38.1204104695], [145.3185148286, -38.1204078497], [145.3185224829, -38.1203933322], [145.3185257459, -38.1203871419], [145.3185299455, -38.1203787616], [145.3185369917, -38.1203640489], [145.3185372217, -38.12036357], [145.3185437295, -38.1203492543], [145.3185478477, -38.1203397499], [145.3185500443, -38.1203343455], [145.3185561314, -38.1203193712], [145.3185576221, -38.1203157031], [145.318561937, -38.1203043371], [145.318566547, -38.120291445], [145.31856729, -38.1202891901], [145.3185723057, -38.1202739743], [145.3185746045, -38.1202670033], [145.3185771466, -38.1202587245], [145.3185815322, -38.1202433807], [145.318581815, -38.1202423908], [145.3185855984, -38.1202279873], [145.3185881278, -38.1202176257]",3977,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
"-38.10371317595322, 145.3253491571703","[145.3271564741, -38.1187415351], [145.3271584402, -38.1187316132], [145.330221452, -38.1037851728], [145.3326002153, -38.089607728], [145.3325527526, -38.0895892013], [145.332238322, -38.0894999598], [145.3319116064, -38.0894387227], [145.3315990844, -38.0893113815], [145.3308608479, -38.0891135675], [145.3300012755, -38.0889437958], [145.324918705, -38.0883471861], [145.3248715397, -38.0884277129], [145.3248321526, -38.0886237072], [145.3246953418, -38.089304496], [145.3234384976, -38.0955579328], [145.3234384973, -38.0955579328], [145.3234384972, -38.0955579329], [145.3234384718, -38.0955579297], [145.3231512323, -38.0955236369], [145.3229716459, -38.0955022658], [145.3179103697, -38.0949012704], [145.3163278857, -38.0947133112], [145.3159864265, -38.0965110205], [145.3162238577, -38.0965392198], [145.3197737702, -38.096960795], [145.323572931, -38.0974118528], [145.3235508819, -38.0975276779], [145.3234943121, -38.0978141179], [145.3234697081, -38.097938731], [145.3234451039, -38.0980633467], [145.3234204996, -38.0981879625], [145.3233958952, -38.0983125801], [145.3233739338, -38.0984238411], [145.3233721713, -38.0984327475], [145.3233519711, -38.098535102], [145.3233484519, -38.0985529141], [145.3233300072, -38.0986463639], [145.3233238552, -38.0986775291], [145.3233080455, -38.0987576267], [145.323299262, -38.0988021422], [145.3232736721, -38.0989317346], [145.3232003351, -38.0989379225], [145.3231474372, -38.099205844], [145.3231761831, -38.0993709525], [145.323064118, -38.0998238485], [145.3230513733, -38.0999408076], [145.3229951562, -38.1002256562], [145.3230627445, -38.1002339855], [145.323040784, -38.1003452536], [145.3230188212, -38.1004565208], [145.3229968617, -38.1005677889], [145.3229749021, -38.1006790579], [145.3229529412, -38.1007903287], [145.3229309769, -38.1009016003], [145.3229090021, -38.1010128718], [145.3228870252, -38.1011241387], [145.3228849975, -38.1012378146], [145.3228845822, -38.101261416], [145.3228829745, -38.1013515842], [145.3228823531, -38.1013868962], [145.3228809539, -38.1014653511], [145.3228801097, -38.1015136442], [145.3228789516, -38.1015791129], [145.3228768044, -38.101701906], [145.3228539647, -38.1018176206], [145.3225774763, -38.1024218206], [145.3225497231, -38.1025643039], [145.3224721956, -38.1029629941], [145.3209734739, -38.1027858529], [145.3209655052, -38.1028253261], [145.3209024543, -38.103136265], [145.3208376775, -38.103455216], [145.32080887, -38.1035975521], [145.3207369043, -38.1039529954], [145.3206646672, -38.1043092512], [145.3206358365, -38.1044516248], [145.3205630819, -38.1048109578], [145.3205028803, -38.1051078228], [145.3204740411, -38.1052501413], [145.3204163619, -38.1055347881], [145.3203588023, -38.1058190725], [145.320329851, -38.1059617732], [145.3202723345, -38.1062460365], [145.3202098614, -38.1065541255], [145.3202069836, -38.1065685257], [145.3201810178, -38.106696478], [145.3201305643, -38.1069455465], [145.3200854949, -38.1071679252], [145.3200440321, -38.107372504], [145.3194776546, -38.1101675599], [145.3192806339, -38.1111205538], [145.3192255004, -38.1113872981], [145.3191850698, -38.1115828938], [145.3187316076, -38.1137787451], [145.3183653045, -38.1155486268], [145.3183409582, -38.1156663858], [145.3179808242, -38.1174085148], [145.317979888, -38.117413028], [145.3179683169, -38.1174691553], [145.3179486538, -38.1175774784], [145.3185144124, -38.117648985], [145.3271564741, -38.1187415351]",3978,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
"-38.12536252792747, 145.28636954509238","[145.2912488946, -38.1291532812], [145.2912026088, -38.1291150549], [145.2896467863, -38.1249555445], [145.2882541464, -38.1215120706], [145.2889419326, -38.117939754], [145.2889429338, -38.1179358115], [145.2890348431, -38.1174668402], [145.2885206675, -38.1200448495], [145.2883760863, -38.120302949], [145.2881774462, -38.1204231422], [145.2879852482, -38.1204888086], [145.2878799697, -38.1205420531], [145.2877227215, -38.1210529228], [145.2838985891, -38.1205869385], [145.2843996334, -38.1240926545], [145.2809468406, -38.1272518335], [145.280195468, -38.1277462587], [145.2801706127, -38.1278406592], [145.2862021313, -38.1285185839], [145.2861965759, -38.1285479085], [145.2872081104, -38.1286629556], [145.2912488946, -38.1291532812]",3977,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
"-38.135827891760655, 145.31813502794185","[145.3185881278, -38.1202176257], [145.3185855984, -38.1202279873], [145.318581815, -38.1202423908], [145.3185815322, -38.1202433807], [145.3185771466, -38.1202587245], [145.3185746045, -38.1202670033], [145.3185723057, -38.1202739743], [145.31856729, -38.1202891901], [145.318566547, -38.120291445], [145.318561937, -38.1203043371], [145.3185576221, -38.1203157031], [145.3185561314, -38.1203193712], [145.3185500443, -38.1203343455], [145.3185478477, -38.1203397499], [145.3185437295, -38.1203492543], [145.3185372217, -38.12036357], [145.3185369917, -38.1203640489], [145.3185299455, -38.1203787616], [145.3185257459, -38.1203871419], [145.3185224829, -38.1203933322], [145.3185148286, -38.1204078497], [145.3185134487, -38.1204104695], [145.3185068517, -38.1204222589], [145.3185003231, -38.1204335049], [145.3184984744, -38.1204365208], [145.3184897985, -38.1204506695], [145.3184863867, -38.1204562314], [145.3184809031, -38.1204647375], [145.318471651, -38.1204786427], [145.3183784502, -38.1206155951], [145.3176401307, -38.1217004355], [145.3171923852, -38.1214336889], [145.3171916886, -38.1214332752], [145.3171238311, -38.1217894227], [145.3169378057, -38.1227321963], [145.3169010672, -38.1229183849], [145.3165181672, -38.1248580925], [145.316515923, -38.1248691313], [145.3165158084, -38.1248697001], [145.3164597391, -38.1251455723], [145.316157702, -38.1266328215], [145.3158148594, -38.1283184199], [145.315798954, -38.1283993131], [145.3157986492, -38.1284008109], [145.3156823285, -38.1289868002], [145.3150382584, -38.1322314304], [145.3150241214, -38.132312593], [145.3097692226, -38.1316474813], [145.3087418157, -38.1365623848], [145.3076594582, -38.141715563], [145.3129073331, -38.1452957644], [145.3158127343, -38.1507893155], [145.3184320093, -38.160119254], [145.3187169972, -38.1600259175], [145.3212844045, -38.1476042029], [145.32347698, -38.1372117916], [145.3242645482, -38.1334903615], [145.3244776917, -38.1323794343], [145.3254148805, -38.1274584986], [145.3258864726, -38.125150084], [145.3271564741, -38.1187415351], [145.3185144124, -38.117648985], [145.3184912971, -38.1177652216], [145.3184768872, -38.1178377566], [145.3184647742, -38.1178987219], [145.3184646827, -38.117899181], [145.31845947, -38.1179254235], [145.3184537274, -38.1179246943], [145.3182865034, -38.1187595202], [145.3182931482, -38.118760357], [145.3184945235, -38.1187855271], [145.3185838554, -38.1187966928], [145.3185615871, -38.1189079174], [145.3185705968, -38.1189090422], [145.3185536759, -38.1189935711], [145.3186179876, -38.1190016039], [145.3185957272, -38.1191128295], [145.3186045965, -38.1191140144], [145.318613438, -38.1191153125], [145.3186222496, -38.1191167273], [145.3186310286, -38.119118267], [145.3186397727, -38.119119934], [145.3186484788, -38.1191217159], [145.3186571435, -38.1191236162], [145.3186657654, -38.1191256411], [145.3186743403, -38.1191277735], [145.3186828667, -38.1191300313], [145.3186913425, -38.1191324047], [145.318699763, -38.1191349052], [145.3187081287, -38.1191375032], [145.3187164346, -38.1191402265], [145.3187246796, -38.1191430661], [145.3187328605, -38.119146012], [145.3187409726, -38.119149075], [145.3187471283, -38.1191514971], [145.3187426509, -38.1191738318], [145.3187892402, -38.1192158565], [145.3185935591, -38.1201927985], [145.3185892429, -38.1202125284], [145.3185881278, -38.1202176257]",3978,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
"-38.149121547232774, 145.30375792372837","[145.2911435084, -38.15398702], [145.2925693582, -38.1541521244], [145.2923194625, -38.1553944763], [145.3034840435, -38.1567962027], [145.303579522, -38.1568064069], [145.3039607527, -38.1553017187], [145.3053388298, -38.1559481718], [145.3051262339, -38.1570031168], [145.3111841451, -38.157764365], [145.311271744, -38.1573292707], [145.3118783885, -38.1574026187], [145.3124847671, -38.15747592], [145.312395956, -38.1579165601], [145.316030652, -38.1583730731], [145.316278219, -38.1571475481], [145.3176187649, -38.1573125405], [145.3184233309, -38.1601220962], [145.3184320093, -38.160119254], [145.3158127343, -38.1507893155], [145.3129073331, -38.1452957644], [145.3076594582, -38.141715563], [145.3023500328, -38.1380986264], [145.3007769822, -38.1368516212], [145.3003039118, -38.1364716649], [145.2999174705, -38.1361653612], [145.2995093892, -38.1364879551], [145.298652206, -38.1371667997], [145.2985343377, -38.1372687928], [145.2969392011, -38.1385244226], [145.2968064721, -38.1389866695], [145.2974040813, -38.1390554706], [145.2987403121, -38.1400594327], [145.3000022397, -38.1410103822], [145.2997201692, -38.1425346198], [145.293552729, -38.1417818149], [145.293443311, -38.1417684934], [145.2923558141, -38.1475689545], [145.291815523, -38.1504251741], [145.2918160095, -38.150425206], [145.2912445481, -38.1534524808], [145.2912262431, -38.1535461774], [145.2911435084, -38.15398702]",3977,Friday_Week_1,Collected weekly,20/10/2023 Friday,Collected fortnightly,20/10/2023 Friday,Collected fortnightly,27/10/2023 Friday
