street_name,council_name,landfill_frequency,landfill_next,recycle_frequency,recycle_next,green_frequency,green_next
Gemstone Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Palace Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Parkland Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Elise Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Gallant Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Royal York Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cosmopolitan Place,Ballarat Central,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Holly Court,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Edwina Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Goolwa Drive,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Red Robin Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Honour Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Kara Court,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Freehold Place,Ballarat Central,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Swan Boulevard,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Wedge Tail Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Auburn Drive,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Singer Street,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Bliss Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Barn Owl Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sunbeam Street,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Racing Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Begonia Court,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Banff Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cockatoo Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Masters Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cortina Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Anneke Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Spoonbill Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Pontiac Drive,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Silver Leaf Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Valiant Road,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Grant Street,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Honey Eater Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Grech Close,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Presentation Boulevard,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Fantail Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Romilly Close,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Neway Avenue,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Furano Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Berrigan Drive,Bonshaw,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
White Gum Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sandpiper Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Meribel Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Howkins Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Kensington Boulevard,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Daimler Drive,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Pelican Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Lotus Lane,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Chrysler Way,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Corvara Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Telluride Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Parrot Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Nikolaos Street,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Nosilla Street,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cherry Flat Road,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Snowbird Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Brownlee Boulevard,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Hakuba Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Rance Road,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Nozawa Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Invicta Drive,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Selva Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sundance Boulevard,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cadillac Way,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Venice Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Patriot Crescent,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Valberg Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Moritz Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Revelstoke Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Buick Road,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Steamboat Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Dove Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Rolls Road,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Jumps Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Moira Court,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Plymouth Way,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Beartooth Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Clydesdale Drive,Bonshaw,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Mountain Ash Circuit,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Reynolds Parade,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Erskine Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Barwon Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Brolga Boulevard,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sprinter Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Snipe Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Rutledge Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Bluegrass Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Wren Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Amalfi Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Grassy Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Bowerbird Grange,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Goldfinch Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Picasso Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cumberland Boulevard,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Verona Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Warbler Court,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sparrow Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Johanna Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Zeal Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Carisbrook Crescent,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Kite Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Raptor Lane,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cormorant Grange,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Anglesea Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Tahoe Avenue,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Vivid Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Alma Street,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Cassowary Way,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Butcherbird Parade,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Portillo Drive,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Tuckeroo Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Hotchkiss Way,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sapporo Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Lapwing Entrance,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Gretta Street,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Earls Square,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Isabella Place,Ballarat Central,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Bijou Close,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Quarry Lane,Redan,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Greenhalghs Road,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Delage Road,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Sugarloaf Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Stowe Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Parkgate Lane,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Yarrowee Street,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Loris Court,Delacombe,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Swallow Street,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Innsbruck Road,Winter Valley,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Diablo Place,Smythes Creek,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Kohinoor Place,Redan,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Spencer Street,Sebastopol,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Miles Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Albion Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Anthony Crescent,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Bala Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Bedggood Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Schreenans Road,Bonshaw,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Beverin Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Birdwood Avenue,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Bonshaw Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Bray Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Bridge Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Bruce Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Charlotte Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Claymore Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Collins Avenue,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Cooinda Drive,Delacombe,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Cook Close,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Darling Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Docwra Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Donald Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Florida Court,Delacombe,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Georgia Crescent,Delacombe,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Gladstone Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Gray Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Harbour Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Hardy Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Harold Close,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Hill Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Hinkler Avenue,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Hopkins Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Howard Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Jenkins Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Joan Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Jones Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Kalty Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Kelvin Avenue,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Kentucky Court,Delacombe,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
King Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Kyle Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Lawrence Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Lawrie Drive,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Lewis Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Luth Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Lynbrae Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Matthew Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Morgan Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Nanta Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Naraglen Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Nelson Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Ophir Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Orion Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Owen Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Panorama Drive,Delacombe,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Parkside Road,Delacombe,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Picton Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Power Court,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Prince Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Queen Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
Rowlands Street,Sebastopol,weekly,13/10/2023,fortnightly,20/10/2023,fortnightly,13/10/2023
